rank,score_lower_bound,targetability_score,score_upper_bound,gross,penalty_total,problem_id,canonical_group_id,title,source,domain,difficulty_level,impact_score,claim_kind,route,eligibility_status,resolution_leverage,statement_status_confidence,certificate_verifier_readiness,search_compressibility,boundary_leverage,feedback_quality,local_reuse
1426,22,29,36,41,12,unsolvedmath-kp-3.40,unsolvedmath:unsolvedmath-kp-3.40,Kirby Problem 3.40,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1427,22,29,36,41,12,unsolvedmath-kp-3.58,unsolvedmath:unsolvedmath-kp-3.58,Kirby Problem 3.58,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1428,22,29,36,41,12,unsolvedmath-kp-4.100,unsolvedmath:unsolvedmath-kp-4.100,Kirby Problem 4.100,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1429,22,29,36,41,12,unsolvedmath-kp-4.109,unsolvedmath:unsolvedmath-kp-4.109,Kirby Problem 4.109,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1430,22,29,36,41,12,unsolvedmath-kp-4.117,unsolvedmath:unsolvedmath-kp-4.117,Kirby Problem 4.117,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1431,22,29,36,41,12,unsolvedmath-kp-4.119,unsolvedmath:unsolvedmath-kp-4.119,Kirby Problem 4.119,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1432,22,29,36,41,12,unsolvedmath-kp-4.123,unsolvedmath:unsolvedmath-kp-4.123,Kirby Problem 4.123,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1433,22,29,36,41,12,unsolvedmath-kp-4.15,unsolvedmath:unsolvedmath-kp-4.15,Kirby Problem 4.15,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1434,22,29,36,41,12,unsolvedmath-kp-4.21,unsolvedmath:unsolvedmath-kp-4.21,Kirby Problem 4.21,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1435,22,29,36,41,12,unsolvedmath-kp-4.26,unsolvedmath:unsolvedmath-kp-4.26,Kirby Problem 4.26,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1436,22,29,36,41,12,unsolvedmath-kp-4.5,unsolvedmath:unsolvedmath-kp-4.5,Kirby Problem 4.5,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1437,22,29,36,41,12,unsolvedmath-kp-4.6,unsolvedmath:unsolvedmath-kp-4.6,Kirby Problem 4.6,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1438,22,29,36,41,12,unsolvedmath-kp-4.90,unsolvedmath:unsolvedmath-kp-4.90,Kirby Problem 4.90,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1439,22,29,36,41,12,unsolvedmath-kp-4.99,unsolvedmath:unsolvedmath-kp-4.99,Kirby Problem 4.99,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,3,0,1,2
1440,22,29,36,41,12,formal-conjectures-exists-hasaddvcndimatmost-n-of-convex-rn-add-one,formal_conjectures:formal-conjectures-exists-hasaddvcndimatmost-n-of-convex-rn-add-one,Formal Conjectures: exists_hasAddVCNDimAtMost_n_of_convex_rn_add_one,Google DeepMind Formal Conjectures,research_mathematics,,50,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,3,7,1,3,4
1441,22,29,36,39,10,unsolvedmath-kou-21.81,unsolvedmath:unsolvedmath-kou-21.81,Kourovka Notebook Problem 21.81,UnsolvedMath,group_theory,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,8,8,0,1,2
1442,22,29,36,39,10,unsolvedmath-kou-21.126,unsolvedmath:unsolvedmath-kou-21.126,Kourovka Notebook Problem 21.126,UnsolvedMath,group_theory,2,40,existence_claim,witness_discovery,not_counterexample_target,0,15,8,12,0,2,2
1443,22,29,36,37,8,unsolvedmath-green-089,unsolvedmath:unsolvedmath-green-089,Random Walk Mixing on Alternating Groups,UnsolvedMath,algebra,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,6,8,0,1,2
1444,22,29,36,37,8,unsolvedmath-opg-1820,unsolvedmath:unsolvedmath-opg-1820,Simplexity of the n-cube,UnsolvedMath,geometry,2,40,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,6,4,0,2,2
1445,22,29,36,36,7,formal-conjectures-erdos-306,erdos:306,Formal Conjectures: erdos_306,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,2,4
1446,22,29,36,36,7,formal-conjectures-erdos-307,erdos:307,Formal Conjectures: erdos_307,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,2,4
1447,22,29,36,36,7,formal-conjectures-erdos-307-variants-coprime-one-notmem,erdos:307,Formal Conjectures: erdos_307.variants.coprime_one_notMem,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,2,4
1448,22,29,36,36,7,formal-conjectures-erdos-885,erdos:885,Formal Conjectures: erdos_885,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,2,4
1449,22,29,36,36,7,formal-conjectures-erdos-szekeres-strengthening,erdos:699,Formal Conjectures: erdos_szekeres_strengthening,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,2,4
1450,22,29,36,36,7,formal-conjectures-green-37,formal_conjectures:formal-conjectures-green-37,Formal Conjectures: green_37,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,9,0,2,4
1451,22,29,36,36,7,unsolvedmath-green-034,unsolvedmath:unsolvedmath-green-034,Covering Squares with Sumsets,UnsolvedMath,number_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,1,2
1452,22,29,36,36,7,unsolvedmath-green-049,unsolvedmath:unsolvedmath-green-049,Sparse Hitting Set for Rectangles,UnsolvedMath,geometry,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,5,4,0,2,2
1453,22,29,36,36,7,unsolvedmath-opg-37221,unsolvedmath:unsolvedmath-opg-37221,Perfect cuboid,UnsolvedMath,number_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,1,2
1454,22,29,36,35,6,unsolvedmath-guy-a12a,unsolvedmath:unsolvedmath-guy-a12a,Square Pseudoprimes,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,1,2
1455,22,29,36,35,6,unsolvedmath-guy-a18,unsolvedmath:unsolvedmath-guy-a18,Erdős-Selfridge Classification: Infinitely Many Primes in Each Class,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,8,10,0,0,2
1456,22,29,36,35,6,unsolvedmath-kp-2.38,unsolvedmath:unsolvedmath-kp-2.38,Kirby Problem 2.38,UnsolvedMath,topology,3,60,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,2,7,0,1,2
1457,21,31,41,40,9,unsolvedmath-ep-420,erdos:420,Erdős Problem #420,UnsolvedMath,number_theory,1,20,equivalence_claim,counterexample,needs_atomic_split,4,15,7,10,0,2,2
1458,21,31,41,40,9,unsolvedmath-ep-950,erdos:950,Erdős Problem #950,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_atomic_split,4,15,7,10,1,1,2
1459,21,31,41,38,7,unsolvedmath-ep-131,erdos:131,Erdős Problem #131,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,8,0,2,2
1460,21,31,41,38,7,unsolvedmath-ep-317,erdos:317,Erdős Problem #317,UnsolvedMath,combinatorics,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,8,10,1,2,2
1461,21,31,41,38,7,unsolvedmath-ep-43,erdos:43,Erdős Problem #43,UnsolvedMath,combinatorics,1,20,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,7,8,0,2,2
1462,21,31,41,38,7,unsolvedmath-ep-635,erdos:635,Erdős Problem #635,UnsolvedMath,combinatorics,1,20,unclassified_question,formal_modeling,needs_atomic_split,4,15,7,8,0,2,2
1463,21,31,41,38,7,unsolvedmath-ep-92,erdos:92,Erdős Problem #92,UnsolvedMath,graph_theory,1,20,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,7,8,0,2,2
1464,21,31,41,34,3,unsolvedmath-ep-1065,erdos:1065,Erdős Problem #1065,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,7,10,0,0,2
1465,21,31,41,34,3,unsolvedmath-ep-12,erdos:12,Erdős Problem #12,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,7,10,0,0,2
1466,21,31,41,34,3,unsolvedmath-ep-470,erdos:470,Erdős Problem #470,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,7,10,0,0,2
1467,21,31,41,34,3,unsolvedmath-ep-939,erdos:939,Erdős Problem #939,UnsolvedMath,number_theory,1,20,existence_claim,witness_discovery,needs_atomic_split,0,15,7,10,0,0,2
1468,21,30,39,40,10,unsolvedmath-alg-009,unsolvedmath:unsolvedmath-alg-009,Bounded Burnside Problem,UnsolvedMath,algebra,4,80,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,10,0,2,2
1469,21,30,39,37,7,unsolvedmath-opg-743,unsolvedmath:unsolvedmath-opg-743,Random stable roommates,UnsolvedMath,graph_theory,1,20,unclassified_question,formal_modeling,needs_atomic_split,4,15,7,8,0,1,2
1470,21,30,39,36,6,unsolvedmath-kp-1.21,unsolvedmath:unsolvedmath-kp-1.21,Kirby Problem 1.21,UnsolvedMath,topology,3,60,mixed_quantifiers,subclaim_decomposition,needs_atomic_split,4,15,3,7,4,1,2
1471,21,30,39,33,3,unsolvedmath-opg-60024,unsolvedmath:unsolvedmath-opg-60024,A diagram about funcoids and reloids,UnsolvedMath,topology,1,20,equivalence_claim,counterexample,needs_atomic_split,4,15,3,7,0,2,2
1472,21,29,37,38,9,unsolvedmath-ep-750,erdos:750,Erdős Problem #750,UnsolvedMath,graph_theory,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,12,0,1,2
1473,21,29,37,36,7,unsolvedmath-ep-212,erdos:212,Erdős Problem #212,UnsolvedMath,combinatorics,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,8,8,0,3,2
1474,21,29,37,36,7,unsolvedmath-ep-329,erdos:329,Erdős Problem #329,UnsolvedMath,number_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,1,2
1475,21,29,37,36,7,unsolvedmath-ep-507,erdos:507,Erdős Problem #507,UnsolvedMath,geometry,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,5,4,0,2,2
1476,21,29,37,36,7,unsolvedmath-ep-572,erdos:572,Erdős Problem #572,UnsolvedMath,number_theory,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,1,2
1477,21,29,37,36,7,unsolvedmath-ep-749,erdos:749,Erdős Problem #749,UnsolvedMath,combinatorics,1,20,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,1,1,2
1478,21,28,35,49,21,unsolvedmath-nt-025,unsolvedmath:unsolvedmath-nt-025,The Gauss Circle Problem,UnsolvedMath,number_theory,5,100,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,9,12,0,3,2
1479,21,28,35,42,14,unsolvedmath-geo-024,unsolvedmath:unsolvedmath-geo-024,The Heilbronn Triangle Problem,UnsolvedMath,geometry,4,80,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,6,4,2,5,2
1480,21,28,35,42,14,unsolvedmath-nt-063,unsolvedmath:unsolvedmath-nt-063,Density of Ulam Numbers,UnsolvedMath,number_theory,4,80,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,2,3,2
1481,21,28,35,42,14,unsolvedmath-set-003,unsolvedmath:unsolvedmath-set-003,Whitehead Problem,UnsolvedMath,set_theory,4,80,universal_claim,counterexample,modeling_candidate,18,15,3,3,0,1,2
1482,21,28,35,40,12,unsolvedmath-kp-3.17,unsolvedmath:unsolvedmath-kp-3.17,Kirby Problem 3.17,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,1,0,2,2
1483,21,28,35,40,12,unsolvedmath-kp-3.2,unsolvedmath:unsolvedmath-kp-3.2,Kirby Problem 3.2,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,1,0,2,2
1484,21,28,35,40,12,unsolvedmath-kp-3.51,unsolvedmath:unsolvedmath-kp-3.51,Kirby Problem 3.51,UnsolvedMath,topology,3,60,universal_claim,counterexample,modeling_candidate,18,15,2,1,0,2,2
1485,21,28,35,40,12,formal-conjectures-babai-seress-conjecture,formal_conjectures:formal-conjectures-babai-seress-conjecture,Formal Conjectures: babai_seress_conjecture,Google DeepMind Formal Conjectures,research_mathematics,,50,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,6,5,0,2,4
1486,21,28,35,40,12,formal-conjectures-erdos-566,erdos:566,Formal Conjectures: erdos_566,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,11,1,3,4
1487,21,28,35,39,11,unsolvedmath-kou-21.30,unsolvedmath:unsolvedmath-kou-21.30,Kourovka Notebook Problem 21.30,UnsolvedMath,group_theory,3,60,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,7,6,0,1,2
1488,21,28,35,39,11,unsolvedmath-kp-1.27,unsolvedmath:unsolvedmath-kp-1.27,Kirby Problem 1.27,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,1,0,1,2
1489,21,28,35,39,11,unsolvedmath-kp-3.6,unsolvedmath:unsolvedmath-kp-3.6,Kirby Problem 3.6,UnsolvedMath,topology,3,60,equivalence_claim,counterexample,modeling_candidate,18,15,2,1,0,1,2
1490,21,28,35,38,10,unsolvedmath-graph-024,unsolvedmath:unsolvedmath-graph-024,Conway's 99-Graph Problem,UnsolvedMath,graph_theory,4,80,existence_claim,witness_discovery,not_counterexample_target,0,15,7,12,2,0,2
1491,21,28,35,38,10,unsolvedmath-nt-037,unsolvedmath:unsolvedmath-nt-037,Mahler's 3/2 Problem,UnsolvedMath,number_theory,4,80,existence_claim,witness_discovery,not_counterexample_target,0,15,7,12,1,1,2
1492,21,28,35,38,10,unsolvedmath-st-010,unsolvedmath:unsolvedmath-st-010,Open Coloring Axiom and Continuum Hypothesis,UnsolvedMath,set_theory,4,80,unclassified_question,formal_modeling,modeling_candidate,5,15,6,9,0,1,2
1493,21,28,35,38,10,unsolvedmath-kou-21.143,unsolvedmath:unsolvedmath-kou-21.143,Kourovka Notebook Problem 21.143,UnsolvedMath,group_theory,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1494,21,28,35,38,10,unsolvedmath-opg-760,unsolvedmath:unsolvedmath-opg-760,Burnside problem,UnsolvedMath,group_theory,3,60,unclassified_question,formal_modeling,modeling_candidate,5,15,7,8,0,1,2
1495,21,28,35,36,8,unsolvedmath-green-055,unsolvedmath:unsolvedmath-green-055,Stable Density on Subspaces,UnsolvedMath,combinatorics,2,40,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,2,2
1496,21,28,35,36,8,unsolvedmath-opg-1786,unsolvedmath:unsolvedmath-opg-1786,Algebraic independence of pi and e,UnsolvedMath,number_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,1,2
1497,21,28,35,36,8,unsolvedmath-opg-37329,unsolvedmath:unsolvedmath-opg-37329,Euler-Mascheroni constant,UnsolvedMath,number_theory,2,40,unclassified_question,formal_modeling,modeling_candidate,5,15,7,6,0,1,2
1498,21,28,35,35,7,formal-conjectures-density-of-hyperbolicity-general-exponent,formal_conjectures:formal-conjectures-density-of-hyperbolicity-general-exponent,Formal Conjectures: density_of_hyperbolicity_general_exponent,Google DeepMind Formal Conjectures,research_mathematics,,50,existence_claim,witness_discovery,not_counterexample_target,0,15,6,7,0,3,4
1499,21,28,35,35,7,formal-conjectures-erdos-1056,erdos:1056,Formal Conjectures: erdos_1056,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,9,1,2,4
1500,21,28,35,35,7,formal-conjectures-erdos-108,erdos:108,Formal Conjectures: erdos_108,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,6,7,0,3,4
1501,21,28,35,35,7,formal-conjectures-erdos-930,erdos:930,Formal Conjectures: erdos_930,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,9,1,2,4
1502,21,28,35,35,7,formal-conjectures-green-4,formal_conjectures:formal-conjectures-green-4,Formal Conjectures: green_4,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,4,9,1,2,4
1503,21,28,35,35,7,unsolvedmath-green-083,unsolvedmath:unsolvedmath-green-083,Pyjama Set Covering,UnsolvedMath,geometry,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,5,4,0,1,2
1504,21,28,35,35,7,unsolvedmath-opg-37286,unsolvedmath:unsolvedmath-opg-37286,Point sets with no empty pentagon,UnsolvedMath,geometry,1,20,classification_or_optimization,subclaim_decomposition,not_counterexample_target,8,15,5,4,0,1,2
1505,21,28,35,35,7,unsolvedmath-opg-48715,unsolvedmath:unsolvedmath-opg-48715,Sub-atomic product of funcoids is a categorical product,UnsolvedMath,algebra,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,6,6,0,1,2
1506,21,28,35,35,7,unsolvedmath-opg-59896,unsolvedmath:unsolvedmath-opg-59896,Generalized path-connectedness in proximity spaces,UnsolvedMath,topology,1,20,mixed_quantifiers,subclaim_decomposition,not_counterexample_target,8,15,3,5,1,1,2
1507,21,28,35,35,7,unsolvedmath-opg-59984,unsolvedmath:unsolvedmath-opg-59984,Chromatic number of associahedron,UnsolvedMath,geometry,1,20,unclassified_question,formal_modeling,modeling_candidate,5,15,6,4,0,3,2
1508,21,28,35,34,6,unsolvedmath-guy-a12c,unsolvedmath:unsolvedmath-guy-a12c,Even Fibonacci Pseudoprimes,UnsolvedMath,number_theory,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,7,10,0,0,2
1509,21,28,35,34,6,unsolvedmath-opg-37283,unsolvedmath:unsolvedmath-opg-37283,Finite Lattice Representation Problem,UnsolvedMath,algebra,3,60,existence_claim,witness_discovery,not_counterexample_target,0,15,6,10,0,1,2
1510,21,28,35,33,5,formal-conjectures-exists-magic-square-squares,formal_conjectures:formal-conjectures-exists-magic-square-squares,Formal Conjectures: exists_magic_square_squares,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,9,0,2,4
1511,21,28,35,33,5,formal-conjectures-exists-semi-magic-square-cubes,formal_conjectures:formal-conjectures-exists-semi-magic-square-cubes,Formal Conjectures: exists_semi_magic_square_cubes,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,9,0,2,4
1512,21,28,35,33,5,formal-conjectures-four-dim-euler-brick-existence,formal_conjectures:formal-conjectures-four-dim-euler-brick-existence,Formal Conjectures: four_dim_euler_brick_existence,Google DeepMind Formal Conjectures,research_mathematics,,50,answer_query,answer_discovery,not_counterexample_target,0,15,3,9,0,2,4
1513,21,28,35,32,4,unsolvedmath-opg-316,unsolvedmath:unsolvedmath-opg-316,Fat 4-polytopes,UnsolvedMath,geometry,2,40,existence_claim,witness_discovery,not_counterexample_target,0,15,5,8,0,2,2
1514,20,30,40,39,9,unsolvedmath-ep-1061,erdos:1061,Erdős Problem #1061,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,10,0,1,2
1515,20,30,40,39,9,unsolvedmath-ep-1117,erdos:1117,Erdős Problem #1117,UnsolvedMath,combinatorics,1,20,equivalence_claim,counterexample,needs_atomic_split,4,15,7,8,0,3,2
1516,20,30,40,37,7,unsolvedmath-ep-1108,erdos:1108,Erdős Problem #1108,UnsolvedMath,combinatorics,1,20,equivalence_claim,counterexample,needs_atomic_split,4,15,8,8,0,0,2
1517,20,30,40,37,7,unsolvedmath-ep-1109,erdos:1109,Erdős Problem #1109,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,6,0,3,2
1518,20,30,40,37,7,unsolvedmath-ep-1131,erdos:1131,Erdős Problem #1131,UnsolvedMath,combinatorics,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,7,8,0,1,2
1519,20,30,40,37,7,unsolvedmath-ep-327,erdos:327,Erdős Problem #327,UnsolvedMath,combinatorics,1,20,universal_claim,counterexample,needs_atomic_split,4,15,7,8,0,1,2
1520,20,30,40,37,7,unsolvedmath-ep-365,erdos:365,Erdős Problem #365,UnsolvedMath,number_theory,1,20,universal_claim,counterexample,needs_atomic_split,4,15,8,8,0,0,2
1521,20,30,40,37,7,unsolvedmath-ep-417,erdos:417,Erdős Problem #417,UnsolvedMath,combinatorics,1,20,equivalence_claim,counterexample,needs_atomic_split,4,15,7,8,0,1,2
1522,20,30,40,37,7,unsolvedmath-ep-483,erdos:483,Erdős Problem #483,UnsolvedMath,number_theory,1,20,classification_or_optimization,subclaim_decomposition,needs_atomic_split,4,15,8,6,0,2,2
